Region,Comuna,poblacion,viirs_mean,viirs_sum
Región de Valparaíso,Valparaíso,284938.0,12.394134852216748,12580.046875
Región Metropolitana de Santiago,Renca,143622.0,72.93524639423077,9481.58203125
Región de Valparaíso,Viña del Mar,334871.0,20.476294540777438,13432.44921875
Región de Valparaíso,Concón,48294.0,14.999019562251984,5669.62939453125
Región de Valparaíso,Quintero,35754.0,4.1815810316190944,2655.303955078125
Región de Valparaíso,Puchuncaví,22539.0,3.453767559039088,3180.919921875
Región Metropolitana de Santiago,El Monte,37497.0,3.2353110277015746,1695.302978515625
Región de Valparaíso,Zapallar,7980.0,1.8633931013365677,1224.249267578125
Región de Valparaíso,Papudo,7561.0,2.0163402612658516,695.6373901367188
Región de Valparaíso,La Ligua,39270.0,1.4141102123891311,2351.665283203125
Región de Coquimbo,Los Vilos,22879.0,1.8883598339392333,2451.091064453125
Región de Coquimbo,Canela,9639.0,0.9368069307541877,741.0142822265625
Región de Coquimbo,Ovalle,118696.0,2.1059550291856493,9245.142578125
Región de Coquimbo,Coquimbo,263719.0,4.924250341366424,12847.369140625
Región de Coquimbo,La Serena,250141.0,5.856009579050786,14528.759765625
Región de Atacama,Freirina,7577.0,1.3098396758551853,830.4383544921875
Región de Atacama,Huasco,9369.0,2.546590322818396,1349.69287109375
Región de Atacama,Copiapó,168831.0,3.7908112215493266,12949.4111328125
Región de Atacama,Caldera,18805.0,1.9462308271215596,1697.11328125
Región de Tarapacá,Huara,2858.0,0.859740456252415,556.2520751953125
Región de Arica y Parinacota,Camarones,861.0,1.0057396179733054,344.96868896484375
Región de Los Lagos,San Juan de la Costa,7776.0,0.666397193170363,103.29156494140625
Región de Arica y Parinacota,Arica,241653.0,3.9273814115626458,8432.087890625
Región de Los Ríos,Mariquina,22973.0,2.3361870035466787,2233.394775390625
Región del Bío-Bío,Arauco,37163.0,4.298104760618676,5097.55224609375
Región de Antofagasta,Tocopilla,25400.0,1.7261380520796024,1204.8443603515625
Región Metropolitana de Santiago,Padre Hurtado,81243.0,12.565086082175926,5428.1171875
Región Metropolitana de Santiago,Peñaflor,94402.0,11.490894949776786,4021.813232421875
Región de Antofagasta,Antofagasta,401096.0,4.608309741229761,29884.888671875
Región de Antofagasta,Mejillones,14084.0,2.4995993636079756,3376.958740234375
Región de Antofagasta,Taltal,12097.0,1.8240161004654691,2779.800537109375
Región de Atacama,Chañaral,12345.0,1.9810851111778847,1931.5579833984375
Región del Maule,Cauquenes,42798.0,1.9757274526410398,2009.3148193359375
Región de Valparaíso,Juan Fernández,904.0,0.6548711776733398,26.194847106933594
Región de Valparaíso,Isla de Pascua,4800.0,1.2961540222167969,181.46156311035156
Región de Magallanes y Antártica Chilena,Cabo de Hornos,1750.0,1.0191926991210645,37454.3125
Región Metropolitana de Santiago,Talagante,76429.0,9.27360543488078,6417.3349609375
Región de Magallanes y Antártica Chilena,Timaukel,157.0,0.6888274114089986,5090.4345703125
Región de Aysén del Gral.Ibañez del Campo,Guaitecas,1598.0,0.7998940341443901,132.78240966796875
Región de Tarapacá,Alto Hospicio,142086.0,6.957091309194342,5656.115234375
Región de Antofagasta,Sierra Gorda,1472.0,3.4539205835340994,18637.35546875
Región de Coquimbo,Combarbalá,12954.0,1.0400731453205363,1415.53955078125
Región de Coquimbo,Punitaqui,12076.0,1.230486418071546,981.9281616210938
Región de Coquimbo,Paihuano,4649.0,0.7737066175477305,268.4761962890625
Región de Coquimbo,Illapel,32009.0,1.5078094139527738,2147.12060546875
Región de Valparaíso,Limache,56145.0,3.6352987686389593,3580.769287109375
Región de Valparaíso,Quillota,96753.0,5.158759452977872,5478.6025390625
Región de Aysén del Gral.Ibañez del Campo,Aysén,23170.0,0.6281174760883905,5951.4130859375
Región de Valparaíso,Calera,50631.0,8.005099341982888,2017.2850341796875
Región de Valparaíso,Nogales,22136.0,2.382090829271789,2596.47900390625
Región de Valparaíso,Calle Larga,16597.0,3.761429511832084,1944.6590576171875
Región del Libertador Bernardo O'Higgins,La Estrella,4609.0,1.4368114969004755,1321.8665771484375
Región Metropolitana de Santiago,Paine,78828.0,3.605538208266985,6792.833984375
Región de Los Lagos,Calbuco,36474.0,1.6007822421534834,2205.8779296875
Región de Los Lagos,Chaitén,4025.0,0.6444401829049968,1012.41552734375
Región de Los Ríos,Corral,5501.0,1.1329230636846823,276.4332275390625
Región de Los Ríos,Valdivia,170043.0,5.54082504502292,8460.83984375
Región de Tarapacá,Iquique,199587.0,4.531862527856564,5592.318359375
Región de Coquimbo,La Higuera,4335.0,0.9587043274520923,884.8840942382812
Región de Los Lagos,Los Muermos,17162.0,1.334657371758843,556.5521240234375
Región de Los Lagos,Maullín,15063.0,1.1876795078680766,584.3383178710938
Región de Los Lagos,Quinchao,7678.0,1.3788661411830356,337.82220458984375
Región de Los Lagos,Curaco de Vélez,3662.0,1.0626102179197725,347.4735412597656
Región de Ñuble,Treguaco,6124.0,0.9769395538592407,340.951904296875
Región de Ñuble,Ranquil,6508.0,2.816973699180825,1450.741455078125
Región de Ñuble,Portezuelo,5203.0,0.8338304367740598,376.891357421875
Región de Ñuble,Cobquecura,5495.0,1.0677462670110887,331.0013427734375
Región de Ñuble,Quirihue,11746.0,2.228660646548941,539.3358764648438
Región de Ñuble,Coelemu,15895.0,1.372444061226951,800.1348876953125
Región de Ñuble,Ninhue,5763.0,0.9127832412719726,292.09063720703125
Región del Libertador Bernardo O'Higgins,Doñihue,21925.0,4.820645588200267,1581.1717529296875
Región del Libertador Bernardo O'Higgins,Olivar,13901.0,7.605485418235442,1893.765869140625
Región Metropolitana de Santiago,Isla de Maipo,39274.0,4.233039728090084,3030.8564453125
Región Metropolitana de Santiago,Buin,116969.0,7.204007220953002,8277.404296875
Región del Libertador Bernardo O'Higgins,Rengo,63620.0,3.994624015285893,4785.5595703125
Región del Libertador Bernardo O'Higgins,Santa Cruz,41209.0,2.3840620844414895,2801.27294921875
Región del Libertador Bernardo O'Higgins,Palmilla,13060.0,1.3213911353643215,1314.7841796875
Región del Maule,Río Claro,14276.0,0.9530723872577845,1063.6287841796875
Región del Maule,Pelarco,9229.0,1.0065986164455307,720.724609375
Región del Maule,San Javier,49559.0,2.092753171000241,3252.138427734375
Región del Maule,Villa Alegre,17919.0,2.8638445870535714,2505.864013671875
Región del Maule,Yerbas Buenas,20035.0,1.7227929200840948,2074.24267578125
Región del Maule,Maule,61081.0,4.142712309160306,3798.8671875
Región del Maule,San Rafael,11230.0,1.512676573636239,1379.56103515625
Región del Bío-Bío,Santa Bárbara,14075.0,1.2031205455708949,774.8096313476562
Región de La Araucanía,Villarrica,67737.0,2.8595831473214286,5004.2705078125
Región de La Araucanía,Pucón,32321.0,2.6374638805650683,2888.02294921875
Región de La Araucanía,Padre Las Casas,80656.0,2.842612351978662,4695.99560546875
Región de Los Lagos,Puerto Octay,8865.0,0.8592714299809747,663.3575439453125
Región de Los Lagos,Frutillar,22554.0,1.6218725339330808,1605.65380859375
Región de Valparaíso,La Cruz,24939.0,4.657729997306035,1350.74169921875
Región del Maule,Sagrada Familia,19427.0,1.7916701296542554,2105.21240234375
Región del Maule,Retiro,22310.0,1.3120630787037038,1771.28515625
Región del Libertador Bernardo O'Higgins,Quinta de Tilcoco,13558.0,2.644332549645512,1200.5269775390625
Región de Arica y Parinacota,General Lagos,508.0,0.8899192424735638,88.10200500488281
Región de Antofagasta,San Pedro de Atacama,9843.0,2.00705388277897,4676.435546875
Región de Atacama,Tierra Amarilla,11846.0,2.244106788700686,6541.5712890625
Región de Valparaíso,Putaendo,17336.0,1.817071875933393,1520.88916015625
Región de Coquimbo,Monte Patria,29997.0,1.1619075931585174,2209.9482421875
Región de Coquimbo,Río Hurtado,4334.0,0.6306390431301653,381.53662109375
Región de Coquimbo,Salamanca,27823.0,1.8361661274081793,4074.45263671875
Región de Valparaíso,San Esteban,20112.0,2.956968403711517,1992.9967041015625
Región de Valparaíso,Los Andes,63440.0,5.31954960643797,7075.0009765625
Región Metropolitana de Santiago,San José de Maipo,17441.0,1.5384574080586817,2392.30126953125
Región del Maule,Curicó,159968.0,5.032457102351075,9123.8447265625
Región del Libertador Bernardo O'Higgins,Machalí,60875.0,5.0616506802833685,9556.396484375
Región del Maule,Molina,48949.0,3.23710945023594,4201.76806640625
Región del Maule,Colbún,22637.0,1.1673347392592854,1547.8858642578125
Región del Maule,San Clemente,47380.0,1.2098289384823182,3079.0146484375
Región de La Araucanía,Melipeuco,6796.0,0.8941498756408691,286.1279602050781
Región de Los Ríos,Lago Ranco,10527.0,1.176295106159454,791.6466064453125
Región de Los Ríos,Futrono,15635.0,1.1962322420476343,935.45361328125
Región de Los Lagos,Puerto Varas,52942.0,2.765180492353888,5582.8994140625
Región de Los Lagos,Hualaihué,9480.0,0.7575596892175169,671.9554443359375
Región de Los Lagos,Palena,1903.0,0.7143269655334674,216.44107055664062
Región de Los Lagos,Futaleufú,3062.0,1.0431228984485974,367.17926025390625
Región de Antofagasta,Ollagüe,256.0,1.096536861952915,203.9558563232422
Región de Tarapacá,Pica,6272.0,2.953528507125453,6515.48388671875
Región de Atacama,Diego de Almagro,11397.0,3.0480552293529484,6306.42626953125
Región de Atacama,Vallenar,54222.0,1.7757210897504265,5202.86279296875
Región de Coquimbo,Vicuña,28047.0,1.5972991461733321,2226.635009765625
Región Metropolitana de Santiago,Tiltil,19742.0,1.9652280074846675,3044.13818359375
Región de Valparaíso,Hijuelas,19286.0,2.8323450369428294,1826.862548828125
Región de Valparaíso,Quilpué,162559.0,7.91856716987782,6319.0166015625
Región Metropolitana de Santiago,Melipilla,136325.0,2.1051586958555712,8085.91455078125
Región del Libertador Bernardo O'Higgins,Las Cabras,27554.0,1.4418237943284709,2866.345703125
Región Metropolitana de Santiago,San Pedro,11108.0,1.2031242556688262,2762.373291015625
Región Metropolitana de Santiago,Alhué,7768.0,1.8613250346123418,1617.491455078125
Región del Libertador Bernardo O'Higgins,Chimbarongo,37258.0,2.149021879155585,3636.14501953125
Región del Libertador Bernardo O'Higgins,Lolol,7791.0,0.8282940287942453,930.1741943359375
Región del Maule,Hualañé,10775.0,1.5119284450417698,1221.63818359375
Región del Maule,Rauco,11266.0,1.6572587270585317,1044.072998046875
Región del Libertador Bernardo O'Higgins,Chépica,15668.0,1.3783158236104596,1469.28466796875
Región del Maule,Teno,30113.0,2.4575951141537224,4588.330078125
Región del Maule,Romeral,17233.0,3.284640029662433,3071.138427734375
Región del Libertador Bernardo O'Higgins,San Fernando,75585.0,4.505352463942308,7321.19775390625
Región del Maule,Parral,45323.0,2.012821951153177,2312.732421875
Región de Ñuble,Pinto,12502.0,1.0552397271737612,708.0658569335938
Región de Ñuble,San Ignacio,17405.0,1.0504589392129693,965.3717651367188
Región de Ñuble,Pemuco,8930.0,1.6458749804347235,944.7322387695312
Región de Ñuble,San Nicolás,15099.0,1.1435113722278225,638.079345703125
Región de Ñuble,San Fabián,5245.0,0.8523661045018088,346.0606384277344
Región de Ñuble,Ñiquén,12797.0,0.9092667464371565,413.71636962890625
Región de Ñuble,El Carmen,13186.0,1.0034986579943004,797.7814331054688
Región de Ñuble,Coihueco,29766.0,1.1092599198500603,1840.26220703125
